latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.855885,32.453083,1020.0,10800,Europe/Istanbul,GMT+3

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),cloud_cover_mean (%),precipitation_sum (mm)
2018-11-20,9.7,16.6,3.7,68,10.2,904.1,63,0.00
2018-11-21,8.9,13.8,5.6,79,9.4,900.0,95,1.10
2018-11-22,8.6,13.5,4.3,80,8.7,896.1,66,2.30
2018-11-23,8.0,10.5,6.1,82,24.7,899.2,73,1.20
2018-11-24,4.5,9.1,1.0,78,15.5,904.1,44,0.00
2018-11-25,4.0,10.2,-0.9,80,9.8,902.1,44,0.00
2018-11-26,7.2,15.7,1.0,72,11.3,898.8,89,0.70
2018-11-27,9.1,14.6,4.2,80,11.7,899.4,83,2.00
2018-11-28,10.7,16.2,7.0,78,25.7,897.1,95,2.90
2018-11-29,8.6,10.3,7.3,93,7.4,898.3,100,8.20
2018-11-30,7.5,10.8,4.7,89,14.6,895.2,88,15.10
2018-12-01,4.9,6.9,2.9,91,6.9,900.7,80,0.00
2018-12-02,4.9,10.2,0.7,87,9.9,902.6,67,0.00
2018-12-03,6.4,10.3,3.5,82,5.4,900.1,88,0.00
2018-12-04,6.0,9.9,3.1,85,8.1,894.9,94,1.50
2018-12-05,7.3,10.8,3.6,83,9.7,893.8,84,0.30
2018-12-06,5.9,7.1,3.1,90,24.3,891.6,100,13.00
2018-12-07,2.7,3.6,1.5,72,25.3,896.6,97,1.00
2018-12-08,1.3,5.6,-1.7,76,7.5,899.2,55,0.00
2018-12-09,4.3,11.3,-1.5,71,14.4,897.9,36,0.00
2018-12-10,5.8,11.9,1.4,80,21.6,892.7,64,3.40
2018-12-11,5.8,9.7,1.4,67,23.4,891.8,49,10.00
2018-12-12,1.6,5.6,-2.7,81,11.6,894.5,49,4.00
2018-12-13,-1.5,3.4,-5.7,71,10.1,903.2,29,0.00
2018-12-14,4.1,11.1,-1.7,72,9.7,903.7,72,0.20
2018-12-15,6.4,11.4,2.0,81,8.7,905.2,72,0.00
2018-12-16,6.1,9.2,3.5,83,8.3,901.1,95,0.70
2018-12-17,6.0,10.2,2.0,85,9.8,897.6,81,3.90
2018-12-18,6.6,9.9,2.3,85,19.2,898.8,79,3.50
2018-12-19,5.0,8.3,1.7,89,11.9,896.4,96,13.20
2018-12-20,3.3,5.6,1.5,77,16.6,902.6,91,1.00
2018-12-21,3.1,7.7,-0.2,81,10.7,907.4,44,0.00
2018-12-22,2.6,9.1,-1.7,80,8.7,904.6,37,0.00
2018-12-23,3.1,10.8,-1.6,77,15.6,901.5,38,0.00
2018-12-24,2.6,9.2,-2.4,72,10.1,902.0,20,0.00
2018-12-25,5.4,9.7,1.2,72,17.1,895.7,91,3.50
2018-12-26,-1.7,2.8,-3.6,84,21.0,897.0,98,21.00
2018-12-27,-5.0,-3.6,-7.0,79,19.8,897.7,72,0.30
2018-12-28,-7.0,-2.8,-12.4,85,14.3,900.8,17,0.00
2018-12-29,-6.2,-1.9,-12.4,79,6.0,899.5,39,0.00
2018-12-30,-2.8,0.2,-6.9,86,8.3,901.2,79,0.00
2018-12-31,-3.8,-1.9,-6.2,90,5.8,903.4,93,0.00
2019-01-01,-4.1,-0.0,-9.9,85,7.9,901.5,85,1.00
2019-01-02,1.2,4.9,-1.6,91,11.9,894.0,99,1.40
2019-01-03,2.5,8.3,-1.8,83,16.8,892.8,57,2.30
2019-01-04,5.1,8.1,1.0,72,26.3,895.8,71,9.20
2019-01-05,3.8,8.2,0.5,77,18.2,894.8,67,2.10
2019-01-06,-0.5,3.3,-5.5,84,17.9,886.1,79,5.50
2019-01-07,-3.6,0.6,-8.9,78,9.2,893.8,56,0.10
2019-01-08,-3.8,-2.0,-5.0,77,16.6,891.5,98,7.50
2019-01-09,-9.5,-5.1,-13.9,74,14.0,896.9,37,0.00
2019-01-10,-4.2,0.9,-10.7,69,12.8,900.7,32,0.00
2019-01-11,1.8,4.7,-1.3,89,9.2,902.1,86,0.00
2019-01-12,3.0,7.9,-0.1,82,10.9,895.6,79,0.50
2019-01-13,2.7,7.2,-0.9,84,6.4,889.7,93,2.90
2019-01-14,1.7,7.5,-2.6,83,16.5,887.5,61,1.60
2019-01-15,1.9,5.1,-1.4,93,26.6,884.0,92,15.70
2019-01-16,-2.0,4.9,-7.0,76,25.3,888.5,92,6.90
2019-01-17,-5.0,1.4,-11.0,75,12.4,899.1,30,0.00
2019-01-18,-3.7,3.2,-9.2,78,7.7,902.8,0,0.00
2019-01-19,-1.3,6.2,-5.4,69,5.4,902.9,39,0.00
2019-01-20,2.1,8.0,-1.6,82,8.4,903.2,78,0.00
2019-01-21,2.4,5.7,0.2,81,8.4,900.3,95,0.80
2019-01-22,3.5,8.2,-0.5,82,9.3,899.2,73,0.00
2019-01-23,3.6,9.6,-1.3,80,14.7,897.1,46,0.10
2019-01-24,3.3,9.1,-0.9,81,23.2,890.7,74,2.20
2019-01-25,4.4,9.7,0.6,80,16.5,893.9,80,0.00
2019-01-26,4.4,6.5,2.2,89,26.6,891.0,82,8.60
2019-01-27,2.8,6.6,-0.3,84,14.9,890.3,78,2.90
2019-01-28,2.0,9.2,-2.8,81,10.8,893.1,28,0.00
2019-01-29,3.3,10.8,-2.3,76,17.8,897.0,69,0.00
2019-01-30,3.6,9.4,-0.4,86,22.4,894.5,83,4.20
2019-01-31,3.9,8.5,0.0,81,18.8,894.7,76,0.90
2019-02-01,3.1,8.2,-0.9,67,15.7,898.2,23,1.80
2019-02-02,2.1,8.9,-3.4,62,7.8,902.7,36,0.00
2019-02-03,4.9,11.7,-0.1,53,7.0,904.4,41,0.00
2019-02-04,6.2,11.9,1.6,56,5.6,904.5,78,0.00
2019-02-05,7.4,12.3,3.5,50,7.2,903.9,38,0.00
2019-02-06,6.1,12.9,2.4,75,15.5,899.1,88,3.90
2019-02-07,6.3,11.4,3.1,85,10.5,895.4,78,5.20
2019-02-08,4.7,9.4,2.1,85,11.1,895.8,91,6.90
2019-02-09,4.0,6.7,2.2,90,7.6,897.5,91,2.90
2019-02-10,2.5,5.1,-0.2,89,14.5,900.4,88,2.20
2019-02-11,2.3,9.7,-3.3,74,11.3,900.5,23,0.00
2019-02-12,4.4,11.5,-0.7,73,16.8,899.2,35,0.00
2019-02-13,5.4,10.8,1.3,74,18.9,899.4,89,0.10
2019-02-14,4.6,9.1,1.6,77,19.8,895.2,96,2.80
2019-02-15,2.7,4.5,1.5,78,20.1,895.5,95,2.50
2019-02-16,1.8,4.3,-0.9,68,20.7,901.4,68,0.00
2019-02-17,2.2,7.8,-1.7,62,13.7,903.4,19,0.00
2019-02-18,3.3,10.4,-1.7,62,10.8,901.9,0,0.00
2019-02-19,3.7,11.6,-2.7,66,10.2,901.7,4,0.00
2019-02-20,4.3,12.7,-2.4,58,13.4,900.5,8,0.00
2019-02-21,4.1,11.5,-1.7,60,9.2,900.1,22,0.20
2019-02-22,4.6,11.5,-1.2,56,14.4,898.9,22,0.00
2019-02-23,3.8,10.8,-1.4,71,11.9,898.6,48,0.30
2019-02-24,4.1,9.4,-0.8,76,8.4,903.0,69,0.70
2019-02-25,4.8,9.0,-0.3,79,9.0,904.0,83,0.30
2019-02-26,4.2,6.5,2.6,81,13.6,894.8,96,5.30
2019-02-27,1.1,3.0,-2.2,71,19.1,889.6,75,1.80
2019-02-28,-1.3,2.9,-3.8,62,25.9,892.5,53,0.10
2019-03-01,1.9,11.0,-4.5,59,11.1,893.5,0,0.00
2019-03-02,4.7,12.3,-2.3,65,15.9,891.6,49,0.40
2019-03-03,5.0,10.2,0.8,65,12.6,894.3,72,0.00
2019-03-04,4.0,8.8,-1.1,70,7.7,895.9,44,2.70
2019-03-05,5.0,11.8,-0.9,70,13.9,898.6,32,0.00
2019-03-06,5.6,13.5,-0.6,64,16.1,901.5,19,0.00
2019-03-07,6.1,10.9,2.1,55,16.3,905.2,20,0.80
2019-03-08,4.8,12.4,-2.0,43,8.6,906.9,0,0.00
2019-03-09,7.7,17.0,-0.9,50,12.9,906.1,36,0.00
2019-03-10,9.6,16.2,3.8,57,18.7,902.0,45,0.00
2019-03-11,9.6,18.0,2.5,58,16.9,899.5,18,0.00
2019-03-12,8.9,14.0,5.3,59,19.5,897.2,97,0.00
2019-03-13,8.6,14.1,5.6,57,14.4,892.8,92,8.30
2019-03-14,8.3,14.1,3.4,67,18.0,892.1,49,0.70
2019-03-15,7.0,12.2,2.9,71,19.5,889.7,64,1.40
2019-03-16,4.9,8.6,0.4,69,17.9,892.9,58,1.70
2019-03-17,6.1,12.6,-0.8,62,24.9,899.3,66,0.10
2019-03-18,8.9,17.2,1.5,63,7.5,901.8,11,0.00
2019-03-19,9.9,17.6,2.3,66,11.0,900.6,18,0.00
2019-03-20,11.4,18.0,4.9,56,10.1,900.8,36,0.10
2019-03-21,11.2,16.2,7.2,40,18.3,902.9,69,0.00
2019-03-22,8.1,13.1,4.0,48,15.7,904.1,12,0.00
2019-03-23,8.2,15.1,1.1,44,24.2,899.4,4,0.00
2019-03-24,2.5,6.4,-2.2,41,28.8,897.1,16,0.00
2019-03-25,3.1,9.2,-1.7,46,22.7,894.4,21,0.00
2019-03-26,7.4,15.0,-0.6,38,11.0,893.5,19,0.00
2019-03-27,9.5,15.3,3.4,48,16.6,897.1,86,0.30
2019-03-28,8.0,13.2,2.5,54,14.7,901.7,64,0.20
2019-03-29,3.8,6.5,2.1,78,23.4,897.8,100,5.70
2019-03-30,1.7,3.9,-1.1,69,24.9,894.4,100,4.60
2019-03-31,2.1,4.3,0.6,67,20.1,891.8,93,6.40
2019-04-01,6.3,11.2,1.0,65,8.3,891.7,74,0.00
2019-04-02,8.0,13.3,2.7,56,15.1,895.1,71,0.00
2019-04-03,8.4,13.9,2.6,47,9.5,896.8,42,0.00
2019-04-04,9.3,16.4,1.8,40,13.8,896.5,68,0.00
2019-04-05,10.4,17.2,4.3,52,13.1,897.6,39,0.10
2019-04-06,9.9,17.2,3.9,61,19.8,896.9,78,0.90
2019-04-07,10.6,16.2,6.6,70,11.8,896.1,69,1.90
2019-04-08,12.0,18.8,5.0,62,17.1,893.2,31,0.10
2019-04-09,9.3,14.2,5.6,65,35.3,890.3,50,2.00
2019-04-10,8.5,14.7,2.9,60,22.1,893.0,70,0.90
2019-04-11,9.9,16.9,3.6,65,19.7,896.7,24,0.40
2019-04-12,11.6,18.0,4.5,60,10.3,900.4,37,0.60
2019-04-13,12.8,19.8,6.4,55,17.6,899.2,57,0.30
2019-04-14,12.7,20.4,6.8,49,20.4,893.2,49,0.50
2019-04-15,9.3,13.8,6.3,74,15.8,895.0,89,4.00
2019-04-16,7.4,12.0,3.1,79,13.4,894.2,97,4.70
2019-04-17,6.4,9.0,4.1,71,15.6,896.1,90,1.60
2019-04-18,7.1,10.9,4.5,62,13.3,898.3,79,1.10
2019-04-19,6.9,12.0,3.1,58,18.6,898.3,52,1.30
2019-04-20,3.2,6.5,-0.4,54,19.5,899.2,46,0.50
2019-04-21,3.5,7.7,-0.7,60,26.6,899.2,80,0.30
2019-04-22,4.9,11.1,-0.9,54,18.8,901.2,28,0.00
2019-04-23,8.2,15.0,-0.3,44,11.5,906.2,15,0.00
2019-04-24,12.1,21.1,4.1,45,13.8,909.4,45,0.90
2019-04-25,14.5,22.1,6.0,56,11.1,907.6,24,0.40
2019-04-26,14.5,21.5,9.5,63,20.8,903.3,67,6.60
2019-04-27,13.5,18.2,9.8,67,8.7,900.9,65,6.90
2019-04-28,14.3,21.0,7.3,61,17.3,899.6,43,0.10
2019-04-29,15.6,23.1,7.7,56,11.6,900.8,11,0.00
2019-04-30,16.1,23.1,9.6,46,25.2,900.2,10,0.10
2019-05-01,15.8,22.0,8.6,38,23.4,898.5,71,0.00
2019-05-02,13.2,19.2,9.2,62,21.5,895.7,66,8.10
2019-05-03,11.5,16.9,5.2,57,12.9,896.7,16,0.30
2019-05-04,13.4,21.2,4.4,47,12.3,898.6,43,0.10
2019-05-05,16.7,23.8,11.6,47,18.5,899.7,73,1.40
2019-05-06,17.7,26.0,9.4,50,17.9,896.2,7,0.30
2019-05-07,14.8,22.3,9.8,43,25.5,893.8,9,0.00
2019-05-08,10.5,14.7,6.9,56,16.3,896.8,50,4.00
2019-05-09,10.8,16.2,4.4,54,14.8,897.1,54,0.10
2019-05-10,12.9,19.2,6.2,53,22.1,896.6,87,0.20
2019-05-11,12.1,17.3,8.5,64,14.0,898.7,77,7.90
2019-05-12,12.6,20.3,4.3,59,16.5,902.4,11,0.00
2019-05-13,15.9,23.4,7.5,43,7.4,902.6,8,0.00
2019-05-14,19.4,27.2,11.0,31,9.5,902.4,34,0.00
2019-05-15,21.9,30.2,13.5,31,21.4,900.0,5,0.00
2019-05-16,22.0,29.5,14.5,30,18.5,897.7,37,0.00
2019-05-17,21.6,29.8,13.0,30,28.1,895.5,46,0.00
2019-05-18,17.4,22.1,12.2,36,19.2,893.9,31,0.20
2019-05-19,18.4,26.0,10.2,46,18.9,899.4,25,0.00
2019-05-20,21.6,29.4,12.0,41,19.5,902.2,52,0.00
2019-05-21,22.3,28.2,15.6,34,18.8,904.3,91,0.00
2019-05-22,21.8,27.7,15.5,42,19.1,904.6,73,0.10
2019-05-23,22.5,30.4,13.8,34,26.3,901.5,84,0.00
2019-05-24,22.7,28.6,16.7,28,33.6,896.7,56,0.00
2019-05-25,18.6,26.0,10.9,37,19.2,898.5,6,0.00
2019-05-26,18.8,26.1,11.2,39,14.4,902.6,25,0.00
2019-05-27,20.9,27.7,12.8,31,10.3,903.7,16,0.00
2019-05-28,23.7,31.2,15.4,26,9.4,904.0,19,0.00
2019-05-29,25.6,33.1,17.4,27,24.3,903.7,14,0.00
2019-05-30,25.2,32.8,17.2,32,15.5,903.6,47,0.00
2019-05-31,25.0,31.1,20.1,37,24.5,902.0,47,0.30
2019-06-01,24.5,32.3,17.7,40,17.7,900.6,47,0.00
2019-06-02,24.7,32.9,18.3,41,23.2,901.8,80,0.00
2019-06-03,23.1,30.1,16.7,42,17.6,903.7,48,0.00
2019-06-04,22.2,28.8,14.7,38,23.0,901.5,26,0.00
2019-06-05,21.8,29.8,13.4,24,19.3,900.6,16,0.00
2019-06-06,22.2,29.7,13.9,21,17.4,901.2,0,0.00
2019-06-07,23.9,30.1,15.9,34,14.5,902.1,6,0.00
2019-06-08,24.8,30.1,19.2,34,21.3,903.0,16,0.00
2019-06-09,23.0,29.6,18.3,46,19.2,901.3,57,2.90
2019-06-10,20.4,27.8,16.0,63,15.2,898.2,53,2.00
2019-06-11,19.8,26.0,14.1,61,18.3,897.7,50,0.70
2019-06-12,20.6,26.6,14.7,55,12.3,898.6,41,0.10
2019-06-13,19.8,25.4,15.1,64,13.7,899.5,59,4.40
2019-06-14,21.2,26.5,16.4,51,17.4,899.8,28,0.10
2019-06-15,20.2,24.7,15.6,60,16.8,897.9,42,1.30
2019-06-16,20.1,26.0,13.8,62,9.2,897.2,31,0.60
2019-06-17,20.7,26.2,14.0,58,15.0,897.4,38,1.10
2019-06-18,20.4,24.7,16.2,66,11.6,898.6,63,11.00
2019-06-19,18.8,22.8,14.6,76,8.1,897.8,75,11.70
2019-06-20,18.8,24.0,15.2,76,15.1,896.9,88,8.90
2019-06-21,20.1,25.3,15.3,69,9.6,898.8,40,1.60
2019-06-22,19.8,24.3,15.8,74,12.1,899.8,52,9.40
2019-06-23,21.5,25.7,16.9,58,13.0,901.5,19,0.60
2019-06-24,22.3,28.6,15.1,48,13.6,902.1,1,0.00
2019-06-25,24.2,30.6,16.7,43,9.6,901.9,1,0.00
2019-06-26,26.1,31.8,20.3,37,14.6,902.6,2,0.00
2019-06-27,25.4,30.4,20.2,44,15.3,901.1,8,0.00
2019-06-28,24.7,30.6,18.8,48,16.8,896.3,34,0.10
2019-06-29,23.2,27.5,18.6,40,22.1,897.6,11,0.00
2019-06-30,19.6,25.4,14.2,39,25.6,901.2,3,0.00
2019-07-01,18.7,23.8,13.3,40,22.2,903.1,1,0.00
2019-07-02,20.7,27.4,14.1,36,13.7,900.3,0,0.00
2019-07-03,23.7,31.2,15.1,26,13.8,899.4,0,0.00
2019-07-04,24.8,30.5,19.3,30,18.7,901.7,0,0.00
2019-07-05,25.0,29.8,19.2,32,18.3,900.3,15,0.00
2019-07-06,24.7,29.2,19.0,39,18.7,898.2,16,0.00
2019-07-07,24.4,29.7,19.2,38,16.9,898.1,19,0.00
2019-07-08,25.8,33.1,16.9,30,14.3,898.1,8,0.00
2019-07-09,26.3,31.9,19.9,28,19.6,900.5,4,0.00
2019-07-10,26.5,33.5,19.8,31,18.7,897.3,14,0.00
2019-07-11,25.0,32.1,17.8,43,25.7,895.1,16,0.10
2019-07-12,20.8,25.9,16.1,52,14.3,896.3,54,0.10
2019-07-13,20.6,26.6,14.8,38,17.3,897.8,15,0.00
2019-07-14,21.8,27.6,15.0,32,17.7,894.9,24,0.00
2019-07-15,21.5,27.8,16.5,47,15.3,894.9,24,0.50
2019-07-16,21.5,27.2,14.3,43,11.8,896.4,34,0.00
2019-07-17,21.8,29.0,16.5,56,13.1,892.7,51,3.70
2019-07-18,19.8,24.1,16.5,68,16.6,895.6,51,7.50
2019-07-19,20.8,26.2,14.5,54,15.8,901.5,19,0.00
2019-07-20,22.0,28.0,16.4,48,17.5,902.7,2,0.00
2019-07-21,22.9,28.6,16.7,41,19.4,902.5,2,0.00
2019-07-22,22.4,26.9,17.2,43,26.4,901.9,32,0.30
2019-07-23,21.7,27.0,16.2,42,20.1,899.4,0,0.00
2019-07-24,23.2,29.8,17.5,31,15.5,897.5,15,0.00
2019-07-25,23.5,28.4,17.4,40,14.5,900.5,31,0.00
2019-07-26,23.9,30.1,18.3,37,20.5,900.5,9,0.00
2019-07-27,24.1,30.3,17.2,30,15.8,896.5,0,0.00
2019-07-28,25.1,31.4,17.9,28,14.6,895.7,0,0.00
2019-07-29,27.7,36.1,18.2,27,18.6,895.9,0,0.00
2019-07-30,28.2,35.1,19.9,27,17.4,895.7,0,0.00
2019-07-31,27.2,33.0,20.3,37,12.8,897.2,2,0.00
2019-08-01,28.4,33.8,21.9,31,13.3,897.4,20,0.00
2019-08-02,27.6,31.7,22.9,35,13.7,898.3,18,0.00
2019-08-03,27.3,33.6,20.0,36,18.2,897.2,17,0.00
2019-08-04,27.1,34.1,19.1,29,23.2,896.0,13,0.00
2019-08-05,23.4,27.8,18.3,43,19.0,898.1,34,0.00
2019-08-06,22.4,27.5,17.3,37,22.4,900.2,22,0.00
2019-08-07,21.5,27.1,15.6,30,18.7,902.3,0,0.00
2019-08-08,22.2,29.0,15.0,26,16.5,901.4,0,0.00
2019-08-09,24.0,31.1,16.0,22,16.1,898.9,0,0.00
2019-08-10,24.7,30.8,18.8,30,21.7,899.7,0,0.00
2019-08-11,23.8,29.2,17.5,33,22.2,901.9,0,0.00
2019-08-12,23.7,29.6,16.8,33,19.8,900.7,0,0.00
2019-08-13,25.7,33.3,17.0,32,13.0,899.3,0,0.00
2019-08-14,29.4,36.2,21.7,25,12.6,897.5,22,0.00
2019-08-15,27.5,32.8,22.6,46,17.7,895.9,38,0.40
2019-08-16,25.9,30.5,21.0,48,13.0,898.2,34,0.40
2019-08-17,24.6,30.3,18.2,50,18.9,898.4,18,0.00
2019-08-18,20.3,25.6,16.6,54,20.2,898.4,37,0.30
2019-08-19,19.4,23.5,15.2,56,18.2,900.9,44,0.90
2019-08-20,19.5,25.2,15.6,65,15.3,902.2,49,3.50
2019-08-21,20.1,25.2,14.4,64,12.3,901.7,28,2.00
2019-08-22,21.1,26.1,15.7,60,15.5,902.0,34,0.20
2019-08-23,23.4,29.4,17.6,49,19.2,902.6,9,0.00
2019-08-24,23.6,28.9,18.1,49,23.8,903.2,24,0.00
2019-08-25,24.6,29.7,20.0,43,18.2,902.5,2,0.00
2019-08-26,24.7,30.3,19.6,44,16.2,902.4,11,0.00
2019-08-27,23.9,29.8,17.8,37,14.8,903.0,0,0.00
2019-08-28,22.6,28.2,17.9,41,17.0,902.7,0,0.00
2019-08-29,23.8,29.9,18.1,39,17.1,902.0,3,0.00
2019-08-30,24.2,29.8,18.6,34,17.6,901.0,10,0.00
2019-08-31,23.2,29.2,17.3,39,17.8,900.1,0,0.00
2019-09-01,23.4,29.7,16.6,31,15.3,898.6,5,0.00
2019-09-02,24.4,31.1,17.2,29,10.4,899.5,1,0.00
2019-09-03,25.5,32.2,19.4,26,10.1,898.9,12,0.00
2019-09-04,25.3,31.4,20.3,30,18.1,897.8,22,0.00
2019-09-05,23.9,29.1,19.6,34,13.0,898.4,29,0.00
2019-09-06,23.4,29.0,17.4,38,16.6,899.6,22,0.00
2019-09-07,22.8,27.6,17.5,44,17.4,900.4,10,0.00
2019-09-08,21.4,27.3,16.5,33,16.4,900.4,0,0.00
2019-09-09,20.9,27.8,14.1,37,23.9,899.8,32,0.00
2019-09-10,21.4,27.8,15.4,31,20.7,900.0,2,0.00
2019-09-11,21.8,28.2,15.6,33,19.1,902.7,19,0.00
2019-09-12,21.3,27.8,15.4,32,17.1,903.5,1,0.00
2019-09-13,20.2,25.3,15.8,37,16.4,901.6,7,0.00
2019-09-14,19.4,24.2,15.7,50,21.8,901.0,40,1.90
2019-09-15,17.8,21.6,14.4,49,27.7,902.2,26,0.00
2019-09-16,16.3,20.7,12.3,51,16.3,902.2,42,0.00
2019-09-17,17.5,25.3,10.8,54,13.8,902.5,1,0.00
2019-09-18,20.7,28.8,12.1,40,8.4,903.6,0,0.00
2019-09-19,20.7,29.0,13.1,37,11.8,902.1,0,0.00
2019-09-20,21.0,29.1,13.3,30,20.9,899.5,0,0.00
2019-09-21,15.4,19.6,12.7,55,19.2,903.3,36,0.00
2019-09-22,12.9,18.8,8.1,41,18.6,904.8,0,0.00
2019-09-23,14.9,22.5,7.3,32,9.8,902.4,0,0.00
2019-09-24,19.3,28.5,10.2,31,14.8,899.9,0,0.00
2019-09-25,18.3,25.0,13.7,61,17.0,897.9,55,2.70
2019-09-26,19.0,26.2,12.6,64,11.8,900.1,16,0.00
2019-09-27,20.2,28.1,13.3,58,16.6,900.6,10,0.00
2019-09-28,17.4,22.5,11.8,55,15.0,903.8,4,0.00
2019-09-29,17.5,24.6,11.0,44,10.2,902.1,0,0.00
2019-09-30,19.3,26.8,12.2,36,8.9,900.5,0,0.00
2019-10-01,19.3,26.8,11.8,41,9.0,899.5,0,0.00
2019-10-02,21.2,27.2,15.3,33,15.7,900.1,5,0.00
2019-10-03,19.9,27.0,13.4,45,13.0,899.8,9,0.00
2019-10-04,19.5,27.0,11.7,40,13.4,900.9,0,0.00
2019-10-05,18.5,25.2,12.2,51,29.7,897.4,20,0.00
2019-10-06,16.9,22.5,11.1,60,19.5,896.0,30,0.50
2019-10-07,14.9,20.8,8.3,60,7.9,897.9,34,0.00
2019-10-08,17.1,24.1,11.5,59,19.6,901.8,73,0.00
2019-10-09,16.8,23.2,10.6,61,7.0,906.5,6,0.00
2019-10-10,18.8,27.0,11.0,46,16.0,904.9,13,0.00
2019-10-11,18.5,24.8,12.1,40,13.6,906.1,74,0.00
2019-10-12,18.1,23.2,13.9,50,17.6,907.8,4,0.00
2019-10-13,15.9,22.5,9.9,44,9.8,907.9,0,0.00
2019-10-14,18.6,26.2,11.2,30,8.6,907.7,4,0.00
2019-10-15,20.1,26.9,13.6,35,13.2,905.8,56,0.00
2019-10-16,18.4,23.4,14.2,58,14.5,904.6,50,1.70
2019-10-17,17.1,24.1,12.7,62,21.9,904.2,29,0.60
2019-10-18,16.8,22.8,11.2,61,10.0,904.2,30,0.30
2019-10-19,15.8,22.1,10.0,60,7.6,904.0,45,0.00
2019-10-20,15.4,21.7,9.8,45,12.0,904.7,49,0.00
2019-10-21,14.8,19.3,10.9,58,15.8,904.1,20,0.20
2019-10-22,14.2,17.8,11.5,68,19.9,903.3,62,0.10
2019-10-23,14.1,17.2,10.9,65,18.5,902.8,38,0.20
2019-10-24,15.5,20.7,10.9,55,15.3,902.0,1,0.00
2019-10-25,15.5,21.5,10.6,47,12.8,901.3,0,0.00
2019-10-26,13.6,20.1,8.3,45,14.8,902.1,0,0.00
2019-10-27,12.4,17.3,8.3,58,12.7,901.4,25,0.00
2019-10-28,11.3,14.9,8.6,75,9.4,898.5,83,3.10
2019-10-29,12.3,18.7,7.1,67,9.4,899.2,17,0.00
2019-10-30,12.6,20.0,6.1,57,7.9,901.9,0,0.00
2019-10-31,12.6,20.3,6.7,53,9.7,901.1,11,0.00
2019-11-01,10.2,13.9,7.5,77,10.8,898.0,84,5.70
2019-11-02,7.7,11.7,4.7,68,13.7,902.9,53,0.00
2019-11-03,8.2,15.5,1.4,61,8.2,903.8,0,0.00
2019-11-04,10.5,19.3,3.6,69,11.6,903.9,36,0.00
2019-11-05,13.2,20.3,7.7,63,11.3,903.0,36,0.00
2019-11-06,13.6,20.6,7.3,58,9.0,902.6,0,0.00
2019-11-07,14.1,21.6,6.1,45,9.9,902.0,0,0.00
2019-11-08,12.9,21.0,6.3,48,9.0,902.2,0,0.00
2019-11-09,12.8,20.0,6.1,48,8.2,904.1,0,0.00
2019-11-10,12.8,20.0,6.0,42,8.6,903.5,22,0.00
2019-11-11,13.7,20.4,6.6,42,8.5,904.7,4,0.00
2019-11-12,13.5,20.4,7.6,48,8.3,904.5,0,0.00
2019-11-13,13.1,18.8,6.8,45,7.4,902.0,49,0.00
2019-11-14,14.3,20.3,10.4,44,18.7,899.7,78,0.00
2019-11-15,11.7,13.3,10.1,81,10.5,902.2,75,24.00
2019-11-16,11.2,16.5,7.7,77,11.5,904.9,36,0.20
2019-11-17,9.4,15.4,4.8,80,8.5,905.4,0,0.00
2019-11-18,8.1,13.7,4.3,76,6.6,905.7,11,0.00
2019-11-19,6.4,11.8,2.3,71,6.1,907.2,31,0.00
2019-11-20,5.0,10.8,1.6,67,6.8,905.9,7,0.00
2019-11-21,4.7,8.7,1.3,61,7.5,903.1,34,0.00
2019-11-22,4.5,9.2,0.0,68,7.2,900.5,72,0.00
2019-11-23,5.5,10.9,-0.4,68,6.1,901.2,43,0.00
2019-11-24,8.2,12.8,4.9,81,7.2,902.1,50,2.30
2019-11-25,8.1,11.8,5.8,68,8.8,899.1,88,0.00
2019-11-26,8.8,13.9,3.3,64,16.2,893.9,90,2.40
2019-11-27,7.8,11.8,5.4,87,9.7,894.6,62,1.00
2019-11-28,7.6,15.1,2.6,73,10.0,899.0,23,0.00
2019-11-29,9.1,16.1,3.6,77,21.7,899.1,58,0.80
2019-11-30,10.1,16.8,5.4,78,10.3,898.7,39,0.20
2019-12-01,7.4,11.7,2.8,84,18.5,898.6,78,8.90
2019-12-02,3.7,6.7,-0.1,74,15.9,904.5,53,0.10
2019-12-03,3.4,10.6,-1.7,68,7.7,901.7,41,0.00
2019-12-04,3.6,9.3,-0.7,74,12.9,899.6,59,2.60
2019-12-05,2.0,4.5,0.1,75,22.1,905.1,88,2.30
2019-12-06,-0.8,3.9,-4.1,74,11.1,906.8,22,0.00
2019-12-07,-0.8,5.9,-4.3,82,7.9,902.8,11,0.00
2019-12-08,1.3,5.8,-0.8,74,6.7,899.0,42,0.00
2019-12-09,1.5,4.5,-0.6,85,7.8,899.0,87,0.40
2019-12-10,1.6,7.7,-3.7,79,7.9,897.7,30,0.00
2019-12-11,4.6,9.1,1.3,85,5.4,897.7,89,3.80
2019-12-12,5.1,7.7,4.0,95,13.1,892.5,99,8.60
2019-12-13,5.7,11.4,1.7,81,12.4,890.8,61,0.10
2019-12-14,5.7,10.5,1.8,79,17.1,891.9,92,0.10
2019-12-15,5.2,11.6,-0.2,80,8.6,899.2,28,0.00
